auction_date,bid_date,bidder_id,bid_id,bid_amount,site_name,auction_id,bstock_condition_name,bstock_category_name
9/13/2022,2022-09-11 01:05:28.000000 UTC,63151d27feb3d70010cac235,17800999,450,ABC,1640487,Brand New,Consumer Electronics
9/13/2022,2022-09-07 19:35:56.000000 UTC,62e329abff03c2000d83079d,17769064,100,ABC,1640487,Brand New,Consumer Electronics
9/13/2022,2022-09-09 18:30:37.000000 UTC,5e38864ac8ce886c84610b35,17794878,625,ABC,1640488,Like New,Consumer Electronics
9/13/2022,2022-09-08 22:07:59.000000 UTC,61659a6cc8ce886da7f6cf1f,17789512,732,ABC,1640488,Like New,Consumer Electronics
9/13/2022,2022-09-07 19:14:49.000000 UTC,62e329abff03c2000d83079d,17768394,151,ABC,1640488,Like New,Consumer Electronics
9/13/2022,2022-09-12 22:36:36.000000 UTC,60d4ec0ac8ce886daba2f576,17813877,827,ABC,1640488,Like New,Consumer Electronics
9/13/2022,2022-09-13 16:13:21.000000 UTC,62e329abff03c2000d83079d,17817690,922,ABC,1640488,Like New,Consumer Electronics
9/13/2022,2022-09-10 05:52:16.000000 UTC,61841697c8ce886da7fc723d,17799575,777,ABC,1640488,Like New,Consumer Electronics
9/13/2022,2022-09-07 20:10:30.000000 UTC,62a236bfff03c2000d783c74,17770075,250,ABC,1640488,Like New,Consumer Electronics
9/13/2022,2022-09-10 05:50:31.000000 UTC,61841697c8ce886da7fc723d,17799571,675,ABC,1640488,Like New,Consumer Electronics
9/13/2022,2022-09-08 21:45:26.000000 UTC,5d07ecfde3d4600e829de625,17789127,450,ABC,1640488,Like New,Consumer Electronics
9/13/2022,2022-09-13 15:19:40.000000 UTC,62e329abff03c2000d83079d,17817184,865,ABC,1640488,Like New,Consumer Electronics
9/13/2022,2022-09-08 16:29:07.000000 UTC,5e85a1d7c8ce886c84641f51,17776783,575,ABC,1640488,Like New,Consumer Electronics
9/13/2022,2022-09-07 19:04:28.000000 UTC,54c35849421aa90e9061a6d5,17768026,150,ABC,1640488,Like New,Consumer Electronics
9/13/2022,2022-09-08 21:45:17.000000 UTC,5d07ecfde3d4600e829de625,17789125,350,ABC,1640488,Like New,Consumer Electronics
9/13/2022,2022-09-07 19:46:07.000000 UTC,54c35627421aa90e95616a59,17769360,275,ABC,1640488,Like New,Consumer Electronics
9/13/2022,2022-09-07 18:59:05.000000 UTC,62a236bfff03c2000d783c74,17767889,101,ABC,1640488,Like New,Consumer Electronics
9/13/2022,2022-09-10 14:34:00.000000 UTC,61659a6cc8ce886da7f6cf1f,17799904,832,ABC,1640488,Like New,Consumer Electronics
9/16/2022,2022-09-13 21:54:30.000000 UTC,5d687a77e3d460052b26884d,17827658,500,ABC,1646151,Like New,Consumer Electronics
9/16/2022,2022-09-16 16:48:14.000000 UTC,54c36026421aa90e9061f860,17858364,1700,ABC,1646151,Like New,Consumer Electronics
9/16/2022,2022-09-16 16:50:35.000000 UTC,54c36026421aa90e9061f860,17858378,2000,ABC,1646151,Like New,Consumer Electronics
9/16/2022,2022-09-16 13:17:04.000000 UTC,5c9150efe3d4600e81e037d8,17857052,2000,ABC,1646151,Like New,Consumer Electronics
9/16/2022,2022-09-14 12:20:47.000000 UTC,572cfa67421aa90c80a34448,17830079,565,ABC,1646151,Like New,Consumer Electronics
9/16/2022,2022-09-16 15:34:13.000000 UTC,62f61abbff03c2000f17b9b4,17857919,666,ABC,1646151,Like New,Consumer Electronics
9/16/2022,2022-09-13 22:59:55.000000 UTC,60d4ec0ac8ce886daba2f576,17828158,525,ABC,1646151,Like New,Consumer Electronics
9/16/2022,2022-09-13 22:05:40.000000 UTC,54c36026421aa90e9061f860,17827795,500,ABC,1646151,Like New,Consumer Electronics
9/16/2022,2022-09-15 18:13:00.000000 UTC,5c9150efe3d4600e81e037d8,17846407,600,ABC,1646151,Like New,Consumer Electronics
9/16/2022,2022-09-13 20:51:19.000000 UTC,5e38864ac8ce886c84610b35,17826581,200,ABC,1646151,Like New,Consumer Electronics
9/16/2022,2022-09-16 16:47:52.000000 UTC,54c36026421aa90e9061f860,17858363,1500,ABC,1646151,Like New,Consumer Electronics
9/16/2022,2022-09-14 22:51:11.000000 UTC,5e85a1d7c8ce886c84641f51,17839054,1200,ABC,1646152,Like New,"Apparel, Footwear & Accessories"
9/16/2022,2022-09-14 12:23:35.000000 UTC,572cfa67421aa90c80a34448,17830083,815,ABC,1646152,Like New,"Apparel, Footwear & Accessories"
9/16/2022,2022-09-16 15:12:33.000000 UTC,62e329abff03c2000d83079d,17857798,1111,ABC,1646152,Like New,"Apparel, Footwear & Accessories"
9/16/2022,2022-09-14 15:27:32.000000 UTC,620412efc8ce885c4ac7395f,17831166,250,ABC,1646152,Like New,"Apparel, Footwear & Accessories"
9/16/2022,2022-09-14 15:28:02.000000 UTC,620412efc8ce885c4ac7395f,17831171,550,ABC,1646152,Like New,"Apparel, Footwear & Accessories"
9/16/2022,2022-09-14 15:28:42.000000 UTC,620412efc8ce885c4ac7395f,17831173,650,ABC,1646152,Like New,"Apparel, Footwear & Accessories"
9/16/2022,2022-09-14 15:27:43.000000 UTC,620412efc8ce885c4ac7395f,17831169,300,ABC,1646152,Like New,"Apparel, Footwear & Accessories"
9/16/2022,2022-09-16 14:05:40.000000 UTC,62e329abff03c2000d83079d,17857361,922,ABC,1646152,Like New,"Apparel, Footwear & Accessories"
9/16/2022,2022-09-14 15:27:53.000000 UTC,620412efc8ce885c4ac7395f,17831170,450,ABC,1646152,Like New,"Apparel, Footwear & Accessories"
9/16/2022,2022-09-14 00:34:27.000000 UTC,62e329abff03c2000d83079d,17828597,100,ABC,1646152,Like New,"Apparel, Footwear & Accessories"
9/16/2022,2022-09-16 15:12:45.000000 UTC,62e329abff03c2000d83079d,17857800,1222,ABC,1646152,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-23 17:17:24.000000 UTC,6266f403ff03c2000cc91fed,17919124,1500,ABC,1651870,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-23 17:14:14.000000 UTC,6266f403ff03c2000cc91fed,17919016,1300,ABC,1651870,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-23 17:12:55.000000 UTC,6266f403ff03c2000cc91fed,17918961,1200,ABC,1651870,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-23 17:06:00.000000 UTC,62e329abff03c2000d83079d,17918730,888,ABC,1651870,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-20 20:20:49.000000 UTC,62e329abff03c2000d83079d,17893689,111,ABC,1651870,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-23 17:05:53.000000 UTC,62e329abff03c2000d83079d,17918717,777,ABC,1651870,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-22 15:09:26.000000 UTC,6241fe8fff03c2001041ebba,17907344,500,ABC,1651870,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-23 03:52:49.000000 UTC,6266f403ff03c2000cc91fed,17914765,1000,ABC,1651870,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-21 22:15:54.000000 UTC,5cfe559be3d4600e81ea5e0c,17904248,125,ABC,1651870,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-23 17:17:03.000000 UTC,62e329abff03c2000d83079d,17919110,1333,ABC,1651870,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-23 01:30:43.000000 UTC,5ffe00f7c8ce886da833561a,17914239,225,ABC,1651870,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-23 17:06:09.000000 UTC,62e329abff03c2000d83079d,17918739,1111,ABC,1651870,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-23 01:30:25.000000 UTC,5ffe00f7c8ce886da833561a,17914237,175,ABC,1651870,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-23 17:12:21.000000 UTC,6266f403ff03c2000cc91fed,17918930,1100,ABC,1651870,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-23 17:18:55.000000 UTC,62e329abff03c2000d83079d,17919165,1444,ABC,1651870,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-23 17:13:21.000000 UTC,62e329abff03c2000d83079d,17918973,1222,ABC,1651870,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-23 17:16:03.000000 UTC,62e329abff03c2000d83079d,17919075,2111,ABC,1651871,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-23 17:20:14.000000 UTC,60130b4ac8ce886da943b405,17919211,2100,ABC,1651871,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-23 17:22:57.000000 UTC,60130b4ac8ce886da943b405,17919303,2600,ABC,1651871,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-22 20:44:03.000000 UTC,63194348feb3d7000db457d3,17912323,1400,ABC,1651871,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-20 20:20:27.000000 UTC,6305130afeb3d7000c9628b8,17893671,125,ABC,1651871,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-23 15:52:37.000000 UTC,631d23eafeb3d7000c99ed1a,17917170,1600,ABC,1651871,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-23 17:20:31.000000 UTC,60130b4ac8ce886da943b405,17919219,2200,ABC,1651871,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-23 17:19:52.000000 UTC,60130b4ac8ce886da943b405,17919200,1950,ABC,1651871,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-21 15:15:39.000000 UTC,620412efc8ce885c4ac7395f,17897815,1250,ABC,1651871,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-20 20:20:16.000000 UTC,62e329abff03c2000d83079d,17893669,111,ABC,1651871,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-23 17:20:44.000000 UTC,62e329abff03c2000d83079d,17919233,2222,ABC,1651871,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-23 14:13:48.000000 UTC,63194348feb3d7000db457d3,17916191,1500,ABC,1651871,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-22 03:26:56.000000 UTC,5f707ca6c8ce880634eaa855,17905652,1500,ABC,1651871,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-20 20:31:10.000000 UTC,54c36026421aa90e9061f860,17893921,500,ABC,1651871,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-23 17:23:14.000000 UTC,62e329abff03c2000d83079d,17919316,2444,ABC,1651871,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-23 17:15:50.000000 UTC,60130b4ac8ce886da943b405,17919071,1900,ABC,1651871,Like New,"Apparel, Footwear & Accessories"
9/23/2022,2022-09-21 01:23:33.000000 UTC,620412efc8ce885c4ac7395f,17895824,1005,ABC,1651871,Like New,"Apparel, Footwear & Accessories"
