auction_date_transformed,auction_id,bstock_category_name,bid_date,bid_id,bidder_id,bid_amount_transformed
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-07 20:43:17.000000 UTC",17771112,54c36026421aa90e9061f860,500
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-07 23:53:02.000000 UTC",17772838,6013639cc8ce886da943be4d,600
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-07 20:38:56.000000 UTC",17771003,62fd8812ff03c2000d878106,650
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-08 09:07:34.000000 UTC",17774562,60f9ad9cc8ce886da7e41b40,650
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-08 09:08:44.000000 UTC",17774565,60f9ad9cc8ce886da7e41b40,701
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-08 16:26:00.000000 UTC",17776737,5e85a1d7c8ce886c84641f51,826
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-08 09:36:09.000000 UTC",17774588,62fd8812ff03c2000d878106,926
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-08 16:26:10.000000 UTC",17776739,5e85a1d7c8ce886c84641f51,987
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-08 22:17:17.000000 UTC",17789573,61659a6cc8ce886da7f6cf1f,1532
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-08 18:10:13.000000 UTC",17780054,5e45a255c8ce886c859ecfee,1590
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-11 05:10:50.000000 UTC",17801417,620412efc8ce885c4ac7395f,1850
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-11 05:10:58.000000 UTC",17801418,620412efc8ce885c4ac7395f,2005
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-09 18:55:13.000000 UTC",17795456,5eed011ac8ce880625ba0a1c,2025
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-13 15:20:18.000000 UTC",17817191,62e329abff03c2000d83079d,2075
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-13 15:20:28.000000 UTC",17817194,62e329abff03c2000d83079d,2125
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-11 05:11:07.000000 UTC",17801419,620412efc8ce885c4ac7395f,2150
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-13 15:20:44.000000 UTC",17817196,62e329abff03c2000d83079d,2201
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-13 15:29:34.000000 UTC",17817274,6013639cc8ce886da943be4d,2300
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-13 15:32:53.000000 UTC",17817293,62e329abff03c2000d83079d,2337
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-13 17:09:14.000000 UTC",17818964,54c36026421aa90e9061f860,2500
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-13 17:03:14.000000 UTC",17818776,6013639cc8ce886da943be4d,2501
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-13 17:09:38.000000 UTC",17818980,54c36026421aa90e9061f860,2530
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-13 17:12:57.000000 UTC",17819098,62e329abff03c2000d83079d,2580
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-13 17:10:40.000000 UTC",17819008,6013639cc8ce886da943be4d,2600
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-13 17:13:09.000000 UTC",17819104,62e329abff03c2000d83079d,2625
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-13 17:20:25.000000 UTC",17819347,54c36026421aa90e9061f860,2670
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-13 17:20:53.000000 UTC",17819361,62e329abff03c2000d83079d,2750
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-13 17:22:49.000000 UTC",17819417,54c36026421aa90e9061f860,2750
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-13 17:24:24.000000 UTC",17819472,54c36026421aa90e9061f860,2800
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-13 17:24:32.000000 UTC",17819478,6013639cc8ce886da943be4d,2801
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-13 17:25:47.000000 UTC",17819520,62e329abff03c2000d83079d,2826
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-13 17:33:07.000000 UTC",17819736,62e329abff03c2000d83079d,2876
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-13 17:32:46.000000 UTC",17819729,6013639cc8ce886da943be4d,2900
2022-09-13,1640483,"Apparel, Footwear & Accessories","2022-09-13 17:33:16.000000 UTC",17819741,62e329abff03c2000d83079d,3000
2022-09-13,1640484,"Apparel, Footwear & Accessories","2022-09-07 19:36:19.000000 UTC",17769076,62e329abff03c2000d83079d,100
2022-09-13,1640484,"Apparel, Footwear & Accessories","2022-09-07 19:44:44.000000 UTC",17769312,54c35627421aa90e95616a59,150
2022-09-13,1640484,"Apparel, Footwear & Accessories","2022-09-13 15:19:03.000000 UTC",17817181,62e329abff03c2000d83079d,155
2022-09-13,1640484,"Apparel, Footwear & Accessories","2022-09-13 16:12:53.000000 UTC",17817684,62e329abff03c2000d83079d,207
2022-09-13,1640485,Furniture,"2022-09-07 19:13:43.000000 UTC",17768355,62e329abff03c2000d83079d,100
2022-09-13,1640485,Furniture,"2022-09-07 20:46:33.000000 UTC",17771200,5a4cd084e3d4600d289758a7,150
2022-09-13,1640485,Furniture,"2022-09-07 19:47:20.000000 UTC",17769390,54c35627421aa90e95616a59,225
2022-09-13,1640485,Furniture,"2022-09-07 23:08:12.000000 UTC",17772604,607c8433c8ce886dab9bbe12,250
2022-09-13,1640485,Furniture,"2022-09-08 07:07:06.000000 UTC",17774437,572cfa67421aa90c80a34448,300
2022-09-13,1640485,Furniture,"2022-09-08 09:11:09.000000 UTC",17774566,60f9ad9cc8ce886da7e41b40,301
2022-09-13,1640485,Furniture,"2022-09-08 22:08:15.000000 UTC",17789514,61659a6cc8ce886da7f6cf1f,732
2022-09-13,1640485,Furniture,"2022-09-08 16:27:24.000000 UTC",17776752,5e85a1d7c8ce886c84641f51,900
2022-09-13,1640485,Furniture,"2022-09-10 05:50:46.000000 UTC",17799572,61841697c8ce886da7fc723d,950
2022-09-13,1640485,Furniture,"2022-09-10 05:51:34.000000 UTC",17799573,61841697c8ce886da7fc723d,1000
2022-09-13,1640485,Furniture,"2022-09-08 22:08:25.000000 UTC",17789515,61659a6cc8ce886da7f6cf1f,1032
2022-09-13,1640485,Furniture,"2022-09-10 08:02:33.000000 UTC",17799636,5e85a1d7c8ce886c84641f51,1200
2022-09-13,1640485,Furniture,"2022-09-10 08:02:41.000000 UTC",17799637,5e85a1d7c8ce886c84641f51,1400
2022-09-13,1640485,Furniture,"2022-09-10 08:02:55.000000 UTC",17799638,5e85a1d7c8ce886c84641f51,1700
2022-09-13,1640485,Furniture,"2022-09-10 05:51:54.000000 UTC",17799574,61841697c8ce886da7fc723d,1777
2022-09-13,1640485,Furniture,"2022-09-13 15:21:18.000000 UTC",17817200,62e329abff03c2000d83079d,1831
2022-09-13,1640485,Furniture,"2022-09-13 15:21:29.000000 UTC",17817203,62e329abff03c2000d83079d,1902
